Filename,Brand,Age,Step Therapy Requirements Documented in Policy,Number of Steps through Brands,Number of Steps through Generic,Step through-Phototherapy,TB Test required,Quantity Limits,Specialist Types,Initial Authorization Duration(in-months),Reauthorization Duration(in-months),Reauthorization Required,Reauthorization Requirements Documented in Policy,Access Score
296792-5001283.pdf,TREMFYA,FDA labelled age,"**Step Therapy Requirements Documented in Policy**

For TREMFYA in Plaque Psoriasis (moderate-to-severe), the following step therapy requirements apply:

""Patient must have previously received a biologic and have an inadequate response to the biologic, or have failed at least two other systemic therapies (e.g., cyclosporine, methotrexate, or psoralen plus ultraviolet A light therapy) and have an inadequate response to these therapies.""",2,NA,No,NA,NA,NA,NA,NA,Yes,"NA

The policy document does not explicitly mention the reauthorization requirements for TREMFYA (bimekizumab) for the treatment of moderate-to-severe plaque psoriasis.",50
305769-4866320.pdf,STELARA,FDA labelled age,"Patient has moderate to severe plaque psoriasis for at least 6 months with at least ONE of the following: 
o Involvement of at least 3% of body surface area (BSA); OR 
o Psoriasis Area and Severity Index (PASI) score of 10 or greater; OR 
o Incapacitation or serious emotional consequences due to plaque location (i.e., hands, feet, head and neck, genitalia, etc.) or with intractable pruritis; AND 
• Patient did not respond adequately (or is not a candidate) to a 4-week minimum trial of at least TWO (2) therapeutically different topical agents (i.e., anthralin, coal tar preparations, corticosteroids, emollients, immunosuppressives, keratolytics, retinoic acid derivatives, and/or vitamin D analogues); AND 
• Patient did not respond adequately (or is not a candidate) to a 3-month minimum trial of at least ONE (1) non-biologic systemic agent (i.e., immunosuppressives, retinoic acid derivatives, and/or methotrexate); 
AND 
• Patient did not respond adequately (or is not a candidate) to a 3-month minimum trial of phototherapy (i.e., psoralens with UVA light [PUVA] or UVB with coal tar or dithranol).",NA,NA,No,Yes,"Quantity Limit: 
o Ustekinumab (generic name of STELARA) 45 mg vial/prefilled syringe: 
Maintenance: 1 syringe every 12 weeks 
o Ustekinumab 90 mg prefilled syringe: 
Maintenance: 1 syringe every 8 weeks",NA,Unspecified,6,Yes,"Patient continues to meet the universal and other indication-specific relevant criteria identified in section III; AND 
Absence of unacceptable toxicity from the drug. Examples of unacceptable toxicity include: serious infections, malignancy, severe hypersensitivity reactions, posterior reversible encephalopathy syndrome (PRES) or reversible posterior leukoencephalopathy syndrome (RPLS), non-infectious pneumonia, etc.; AND 
Disease response as indicated by improvement in signs and symptoms compared to baseline such as redness, thickness, scaliness, and/or the amount of surface area involvement (a total BSA involvement ≤ 1%), and/or an improvement on a disease activity scoring tool [e.g., a 75% reduction in the PASI score from when treatment started (PASI 75) or a 50% reduction in the PASI score (PASI 50) and a four-point reduction in the DLQI from when treatment started].",50
298309-4972610.pdf,STELARA,FDA labelled age,"Documented treatment failure to one or contraindication to all conventional systemic immunosuppressant(s) (eg, acitretin, cyclosporine, methotrexate, etc). Treatment must be prescribed by or in consultation with a dermatologist or a rheumatologist.",1,2,No,NA,"For STELARA (brand) and Psoriasis (PsO) / Plaque Psoriasis (moderate-to-severe) indication, the extracted quantity limit text is:

28 syringes per 28 days 

Additionally, for PsO patients weighing > 90 kg: Four 200 mg syringes or vials every 28 days 
All other diagnoses, including PsO patients weighing < 90 kg: 1 starter pack (six 200 mg syringes) for the first 28 days, then two 200 mg syringes or vials every 28 days",Dermatologist,12,6,Yes,"NA

The provided document context does not contain information about reauthorization requirements for STELARA (PsO). It only mentions the requirements for treatment initiation, including documented treatment failure to one or contraindication to all conventional systemic immunosuppressant(s) and treatment prescription by or in consultation with a dermatologist or a rheumatologist.",50
298309-4972610.pdf,TREMFYA,FDA labelled age,NA,1,3,No,NA,"Quantity Limits: 
28 syringes per 28 days 
Four pens or syringes per 28 days for 4 weeks, then two pens or syringes per 28 days until week 16. The maintenance dose beginning in week 17 is one pen or syringe per 28 days. 
28 syringes per 28 days 
One 150mg/ml pen or syringe for the first 28 days, then one 150 mg/ml pen or syringe every 12 weeks 
Four 200 mg syringes or vials every 28 days for PsO patients weighing > 90 kg 
1 starter pack (six 200 mg syringes) for the first 28 days, then two 200 mg syringes or vials every 28 days for all other diagnoses, including PsO patients weighing < 90 kg",Dermatologist,12,6,Yes,NA,50
215824-5041653.pdf,TREMFYA,FDA labelled age,"For a patient currently taking Tremfya, the following step therapy requirements apply for Plaque Psoriasis (moderate-to-severe):

a) Patient is not required to “step back” and try a traditional systemic agent for psoriasis.
b) Patient has a contraindication to methotrexate, as determined by the prescriber; AND 
iii. The medication is prescribed by or in consultation with a dermatologist; OR 
B) Patient is Currently Receiving Tremfya.  Approve for 1 year if the patient meets ALL of the 
following (i, ii, and iii): 
i. 
Patient has been established on the requested drug for at least 3 months; AND 
ii. Patient experienced a beneficial clinical response, defined as improvement from baseline (prior 
to initiating the requested drug) in at least one of the following:  estimated body surface area, 
erythema, induration/thickness, and/or scale of areas affected by psoriasis; AND 
iii. Compared with baseline (prior to initiating the requested drug), patient experienced an 
improvement in at least one symptom, such as decreased pain, itching, and/or burning.",1,1,No,NA,NA,Dermatologist,6,6,Yes,"B) Patient is Currently Receiving Tremfya.  Approve for 1 year if the patient meets BOTH of the following (i and ii): 
i. Patient has been established on therapy for at least 6 months; AND 
ii. Patient meets at least ONE of the following (a or b): 
a) When assessed by at least one objective measure, patient experienced a beneficial clinical response from baseline (prior to initiating Tremfya); OR 
b) Compared with baseline (prior to initiating Tremfya), patient experienced an improvement in at least one symptom, such as decreased pain, fatigue, stool frequency, and/or blood in stool.",50
371611-4978411.pdf,STELARA,>=6,"For STELARA in Plaque Psoriasis (moderate-to-severe), the step therapy requirements documented in policy are:

1. Patient is 6 years of age or older; AND 
2. Prescribed by, or in consultation with a dermatologist or rheumatologist; AND 
3. Not used in combination with another Cytokine and CAM medication; AND 
4. Diagnosis of Psoriatic Arthritis (PsA); AND 
5. Documentation of current weight is provided; AND 
6. Patient meets one of the following: 
a. Treatment with at least one non-Cytokine and CAM DMARD (e.g., methotrexate, sulfasalazine, leflunomide, cyclosporine) has been ineffective, unless all are contraindicated or not tolerated [minimum trial of 3 months]; OR 
b. Presence of active, severe disease as indicated by provider assessment and the presence of at least ONE of the following:
i. Erosive disease
ii. Elevated C-reactive protein (CRP) or erythrocyte sedimentation rate (ESR)
iii. Long-term damage interfering with function (e.g., joint deformities, vision loss)
iv. Major impairment of quality of life due to high disease activity at many sites (including dactylitis, enthesitis) or functionally limiting arthritis at a few sites.",1,"Based on the provided context, the number of steps through generic for STELARA in PsO is:",No,No,"[Source: 371611-4978411.pdf | Brands: SKYRIZI, USTEKINUMAB]
Quantity Limits for Ustekinumab (Stelara) 
Preferred ustekinumab biosimilars may be approved when all the following documented criteria are met:
 
1. Patient is 6 years of age or older; AND 
2. Prescribed by, or in consultation with a dermatologist or rheumatologist; AND 
3. Not used in combination with another Cytokine and CAM medication; AND 
4. Diagnosis of Psoriatic Arthritis (PsA); AND 
5. Documentation of current weight is provided; AND 
6. Patient meets one of the following:
 
a. Treatment with at least one non-Cytokine and CAM DMARD (e.g., methotrexate, sulfasalazine, leflunomide, cyclosporine) has been ineffective, unless all are contraindicated or not tolerated [minimum trial of 3 months]; OR 
b. Presence of active, severe disease as indicated by provider assessment and the presence of at least ONE of the following:
 
i. Erosive disease 
ii. Elevated C-reactive protein (CRP) or erythrocyte sedimentation rate (ESR) 
iii. Long-term damage interfering with function (e.g., joint deformities, vision loss) 
iv. Major impairment of quality of life due to high disease activity at many sites (including dactylitis, enthesitis) or functionally limiting arthritis at a few sites 

 
Quantity Limits for Ustekinumab (Stelara) 
No specific quantity limits mentioned for Stelara.",Dermatologist,Unspecified,NA,Yes,"NA

However, there is a related section that mentions clinical response documentation and symptom improvement in the context of Psoriatic Arthritis (PsA) treatment with ustekinumab biosimilars. 

The closest related criteria for PsO is the general clinical policy for IL-12 and 23 inhibitors, which does not specify reauthorization requirements for ustekinumab (Stelara) in the context of PsO.",50
371611-4978411.pdf,TREMFYA,FDA labelled age,"Patient meets one of the following:
a. Treatment with at least one non-Cytokine and CAM DMARD (e.g., methotrexate, sulfasalazine, leflunomide, cyclosporine) has been ineffective, unless all are contraindicated or not tolerated [minimum trial of 3 months]; OR
b. Presence of active, severe disease as indicated by provider assessment and the presence of at least ONE of the following:
i. Erosive disease
ii. Elevated C-reactive protein (CRP) or erythrocyte sedimentation rate (ESR)
iii. Long-term damage interfering with function (e.g., joint deformities, vision loss)
iv. Major impairment of quality of life due to high disease activity at many sites (including dactylitis, enthesitis) or functionally limiting arthritis at a few sites

AND
Patient is 6 years of age or older; 
AND 
Prescribed by, or in consultation with a dermatologist or rheumatologist; 
AND 
Not used in combination with another Cytokine and CAM medication; 
AND 
Diagnosis of Psoriatic Arthritis (PsA); 
AND 
Documentation of current weight is provided.",1,1,No,NA,"[Source: 371611-4978411.pdf | Brands: SKYRIZI, USTEKINUMAB, GUSELKUMAB, STELARA, TREMFYA]
Dosage Form and Quantity Limit  
Tremfya 
Plaque 
psoriasis 
100 mg subQ at weeks 0, 4, and 
then every 12 weeks thereafter  
• 
100 mg/ml PFS 
o Initial #1: 1 PFS per 28-days for the first month 
o Initial #2: 1 PFS per 84-day supply for months 2-6 
o Renewal: 1 PFS per 84-day supply for one year",Dermatologist,Unspecified,6,Yes,"NA

The policy document does not explicitly mention reauthorization requirements for TREMFYA (Guselkumab) for Psoriasis (PsO) / Plaque Psoriasis (moderate-to-severe) indication. The provided criteria are for initial approval, not reauthorization.",25
363896-4716077.pdf,STELARA,FDA labelled age,"Step Therapy Requirements Documented in Policy:

For STELARA in Plaque Psoriasis (moderate-to-severe), the following step therapy requirements must be met:

1. The member is 6 years of age or older; AND
2. Prescribed by or in consultation with a dermatologist; AND
3. Documentation of one of the following:
   a. Involvement of at least 3% of total body surface area; OR
   b. Hands, feet, scalp, face, or genital area affected; AND
4. Documentation of one of the following:
   a. Inadequate response or adverse reaction to at least a 3 month trial of one biologic DMARD that is FDA-approved for plaque psoriasis; OR
   b. Inadequate response or adverse reaction to at least a 3 month trial of two conventional therapies (as defined below) in any one therapeutic class.",1,1,No,NA,"NA

No quantity limits are explicitly stated for STELARA in the provided policy document context.",Dermatologist,Unspecified,12,Yes,"NA

The policy document does not explicitly mention ""Reauthorization Requirements"" or ""Continuation requests"" for STELARA PsO. However, it does mention ""Renewal Criteria"" in the context of general indications, but not specifically for PsO.",25
275244-4659838.pdf,STELARA,FDA labelled age,NA,2,NA,No,NA,NA,Dermatologist,Unspecified,Unspecified,Yes,"Reauthorization Requirements Documented in Policy:

For STELARA (ustekinumab) in the treatment of moderate-to-severe plaque psoriasis, reauthorization requires:

* Continued clinical benefit
* Lack of disease progression
* Meeting initial criteria (not specified in the provided context)
* A previous trial of a biologic DMARD can bypass non-biologic DMARD criteria
* A 3-month requirement for most trials
* Documentation of trial and failure criteria",50
282478-5009832.pdf,TREMFYA,FDA labelled age,"**Step Therapy Requirements Documented in Policy**

Prior authorization is required for TREMFYA (guselkumab) for the treatment of moderate-to-severe plaque psoriasis. The following step therapy requirements apply:

1. The patient must have a documented history of inadequate response to, or intolerance to, at least one conventional systemic therapy (e.g., cyclosporine, methotrexate, or a phototherapy regimen) for the treatment of moderate-to-severe plaque psoriasis.
2. The patient must have a documented history of inadequate response to, or intolerance to, at least one non-biologic systemic therapy (e.g., apremilast) for the treatment of moderate-to-severe plaque psoriasis.
3. The patient must have a documented history of inadequate response to, or intolerance to, at least one biologic therapy (e.g., etanercept, adalimumab, or ustekinumab) for the treatment of moderate-to-severe plaque psoriasis.",1,2,No,NA,"NA

No quantity limits are mentioned in the provided policy document context for TREMFYA (guselkumab) in the treatment of Psoriasis (PsO) / Plaque Psoriasis (moderate-to-severe).",Dermatologist,6,12,Yes,"Reauthorization criteria for TREMFYA (guselkumab) PsO:
1. Initial criteria has been met; AND 
2. One of the following: 
a. The member has had a positive response to therapy; OR 
b. Documentation of clinical justification to continue therapy with the requested medication.",25
325611-4784675.pdf,TREMFYA,FDA labelled age,"Step Therapy Requirements Documented in Policy:

Prior authorization is required for TREMFYA for the treatment of moderate-to-severe plaque psoriasis. The following step therapy requirements apply:

1. The patient must have tried and failed at least one non-biologic DMARD (e.g., methotrexate, azathioprine, cyclosporine) for the treatment of plaque psoriasis.
2. The patient must have a documented clinical justification to continue therapy with TREMFYA.
3. The patient must have tried and failed at least one biologic agent (e.g., adalimumab, adalimumab biosimilar products) for the treatment of plaque psoriasis.",1,2,No,Yes,"NA

No quantity limits are explicitly stated for TREMFYA in the provided policy document context.",Dermatologist,6,12,Yes,Documentation of clinical justification to continue therapy with the requested medication.,25
273941-4788109.pdf,STELARA,>=6,NA,NA,NA,No,NA,"NA

The document context does not explicitly mention quantity limits for STELARA. It only mentions induction dosing and usage for induction therapy only, but does not provide a quantity limit.",Dermatologist,Unspecified,Unspecified,Yes,"NA

The provided document context does not contain any information about STELARA (brand) or its reauthorization requirements for Psoriasis (PsO) / Plaque Psoriasis (moderate-to-severe) indication. The document appears to be related to HUMIRA and ADALIMUMAB, and does not mention STELARA.",50
176810-4889390.pdf,TREMFYA,FDA labelled age,"Step Therapy Requirements Documented in Policy:

""Members currently receiving the requested medication as samples or via the manufacturer’s patient assistance program will be required to meet the criteria for initial approval. This ensures that members are treated equally regardless of their provider’s ability to access medication samples.""

""Approvals may be subject to dosing limits in accordance with FDA-approved labeling, accepted compendia, and/or evidence-based practice guidelines.""

""Initiation of therapy: 2 syringes/injectors per first 28 days; Maintenance: 1 syringe/injector per 56 days. Loading doses: 100 mg at week 0 and 4; Maintenance dose: 100 mg every 8 weeks thereafter.""",1,1,No,Yes,"Quantity Limit 
Initiation of therapy: 2 syringes/injectors per first 28 days 
Maintenance: 1 syringe/injector per 56 days 
• Loading doses: 100 mg at week 0 and 4 
• Maintenance dose: 100 mg every 8 weeks thereafter",Dermatologist,12,12,Yes,"A. Plaque psoriasis (PsO) 
Authorization of 12 months may be granted for all members (including new members) who are using 
the requested medication for moderate to severe plaque psoriasis and who achieve or maintain positive 
clinical response as evidenced by low disease activity or improvement in signs and symptoms of the 
condition when any of the following is met: 
1. Reduction in body surface area (BSA) affected from baseline 
2. Improvement in signs and symptoms from baseline (e.g., itching, redness, flaking, scaling, 
burning, cracking, pain)",50
176806-5005129.pdf,STELARA,>=6,"Authorization of 12 months may be granted for members 6 years of age or older who previously received a biologic or targeted synthetic drug (e.g., Sotyktu, Otezla) indicated for the treatment of moderate to severe plaque psoriasis.",1,NA,No,Yes,"Quantity Limit 
Ustekinumab 130 mg/26 mL single-
dose vial 
• 
≤ 55 kg: 260 mg (2 vials) 
• 
> 55 kg to 85 kg: 390 mg (3 vials) 
• 
> 85 kg: 520 mg (4 vials) 
Ustekinumab subcutaneous injection 
45 mg/0.5 mL vial/syringe 
• 
≤  100 kg: 2 vials/syringes per first 28 days (load); 1 
vial/syringe every 12 weeks (maintenance) 
• 
> 100 kg: 2 vials/syringes per first 28 days (load); 1 
vial/syringe every 12 weeks (maintenance) 
• 
2 vials/syringes per first 28 days (load) 
• 
1 vial/syringe every 12 weeks (maintenance) 
Ustekinumab subcutaneous injection 
90 mg/mL syringe 
• 
≤ 100 kg: 45 mg  initially and 4 weeks later, followed by 45 
mg every 12 weeks 
• 
> 100 kg: 90 mg initially and 4 weeks later, followed by 90 
mg every 12 weeks",Dermatologist,12,12,Yes,"A) Plaque psoriasis (PsO) 
Authorization of 12 months may be granted for all members (including new members) who are 
using the requested medication for moderate to severe plaque psoriasis and who achieve or 
maintain positive clinical response as evidenced by low disease activity or improvement in signs 
and symptoms of the condition when any of the following is met: 
1. Reduction in body surface area (BSA) affected from baseline 
2. Improvement in signs and symptoms from baseline (e.g., itching, redness, flaking, scaling, 
burning, cracking, pain)",50
313179-3560271.pdf,STELARA,FDA labelled age,NA,NA,NA,No,Yes,NA,"Dermatologist, Gastroenterologist",12,6,Yes,NA,75
313179-3560271.pdf,TREMFYA,>=2,NA,NA,NA,No,Yes,NA,"Dermatologist, Gastroenterologist",12,6,Yes,NA,75
56263-4803097.pdf,STELARA,6 years or older,"Prior Authorization (Reauthorization)
For diagnosis of Plaque Psoriasis
Patient demonstrates positive clinical response to therapy as evidenced by ONE of the following:
Reduction in the body surface area (BSA) involvement from baseline
Improvement in symptoms (e.g., pruritus, inflammation) from baseline

AND
Prescribed by or in consultation with a dermatologist
Stelara SC, Wezlana SC",1,1,No,No,"NA

There is no explicit mention of quantity limits for STELARA in the provided policy document context.",Dermatologist,6,12,Yes,"Patient demonstrates positive clinical response to therapy as evidenced by at least one of the following:
Reduction in the body surface area (BSA) involvement from baseline
Improvement in symptoms (e.g., pruritus, inflammation) from baseline
Reduction in the total active (swollen and tender) joint count from baseline
Improvement in symptoms (e.g., pain, stiffness, pruritus, inflammation) from baseline",25
183953-4805567.pdf,TREMFYA,FDA labelled age,"For the treatment of adult patients with moderate-to-severe plaque psoriasis who are candidates for systemic therapy or phototherapy, the following step therapy requirements must be met:

Diagnosis of moderate-to-severe plaque psoriasis
AND
One of the following:
Greater than or equal to 3% body surface area involvement
Severe scalp psoriasis
Palmoplantar (i.e., palms, soles), facial, or genital involvement
AND
Minimum duration of a 4-week trial and failure, contraindication, or intolerance to one of the following topical therapies:
 
Patient demonstrates positive clinical response to therapy as evidenced by ONE of the following:
Reduction in the body surface area (BSA) involvement from baseline
Improvement in symptoms (e.g., pruritus, inflammation) from baseline",1,1,No,No,NA,Dermatologist,6,12,Yes,"Patient demonstrates positive clinical response to therapy as evidenced by ONE of the following:
Reduction in the body surface area (BSA) involvement from baseline
Improvement in symptoms (e.g., pruritus, inflammation) from baseline",50
365374-5059388.pdf,STELARA,FDA labelled age,"The step therapy requirements for STELARA in Plaque Psoriasis are as follows:

""The clinical information must document why the member cannot use Stelara, including why it is medically necessary that the member receive a non-preferred ustekinumab-xxxx drug instead of Stelara.""

Additionally, the policy requires that PA requests for non-preferred cytokine and CAM antagonist drugs used to treat psoriasis must be completed, signed, and dated by the prescriber, and submitted using the Prior Authorization Drug Attachment for Cytokine and CAM Antagonist Drugs for Psoriasis form.

Note that the policy does not specify any specific clinical criteria or BSA requirements for STELARA in Plaque Psoriasis, but rather requires documentation of medical necessity for using a non-preferred ustekinumab-xxxx drug instead of STELARA.",1,1,No,Yes,"NA

There is no mention of quantity limits for STELARA in the provided document context.",NA,12,6,Yes,"NA

The provided document context does not contain explicit reauthorization criteria for STELARA (ustekinumab) for Psoriasis (PsO) / Plaque Psoriasis (moderate-to-severe) indication.",50
365374-5059388.pdf,TREMFYA,FDA labelled age (5 years and older),"The step therapy requirements for TREMFYA in Plaque Psoriasis are as follows:

""The PA form must document why the member cannot use Stelara, including why it is medically necessary that the member receive a non-preferred ustekinumab-xxxx drug instead of Stelara.""

Additionally, the policy states that PA requests for non-preferred cytokine and CAM antagonist drugs used to treat psoriasis must be completed, signed, and dated by the prescriber, and submitted using the Prior Authorization Drug Attachment for Cytokine and CAM Antagonist Drugs for Psoriasis form.

However, since the policy does not specify any additional step therapy requirements for TREMFYA, the above information is the only relevant step therapy requirement for TREMFYA in Plaque Psoriasis.",2,1,No,Yes,"NA

No quantity limits are mentioned in the provided policy document context for TREMFYA.",NA,12,6,Yes,"NA

The provided document context does not contain any information about the reauthorization requirements for TREMFYA (ustekinumab-xxxx) for the treatment of Psoriasis (PsO).",50
56403-5061730.pdf,STELARA,FDA labelled age,NA,NA,NA,No,No,NA,NA,Unspecified,12,Yes,NA,50
299241-4702948.pdf,STELARA,>=3,"If one biologic DMARD that is FDA-approved for plaque psoriasis has been previously tried, then trial of a conventional systemic agent or phototherapy is not required.",1,1,No,NA,"NA

There is no mention of ""Quantity Level Limit"" or ""Quantity Limit"" in the provided document context.",NA,Unspecified,NA,No,Member is currently receiving medication that has been authorized.,50
297411-4840622.pdf,TREMFYA,>=3,NA,NA,NA,No,NA,NA,NA,Unspecified,Unspecified,Yes,NA,50
8889-4641730.pdf,AMJEVITA,>=2,NA,"Based on the provided context, I extracted the following information:",1,No,Yes,"For AMJEVITA (adalimumab-atto) in the indication of Psoriasis (PsO) / Plaque Psoriasis (moderate-to-severe), the extracted quantity limit text is:

- 2 Syringes, 28 DAYS for 20 MG/0.4 ML and 40 MG/0.4 ML and 40 MG/0.8 ML soln prefilled syringe
- 2 Syringes, 28 DAYS for 10 MG/0.2 ML and 20 MG/0.2 ML soln prefilled syringe
- 2 Pens, 28 DAYS for 40 MG/0.4 ML and 40 MG/0.8 ML and 80 MG/0.8 ML soln auto-injector",NA,Unspecified,12,Yes,"NA

The provided context does not contain specific reauthorization/renewal criteria for AMJEVITA PsO. It only lists the agents eligible for continuation of therapy, but does not specify the requirements for reauthorization.",50
8898-4735285.pdf,COSENTYX,>=4,"For COSENTYX in Plaque Psoriasis (moderate-to-severe), the step therapy requirements are:

""Step 1: Preferred Agents (Cosentyx, Enbrel, Hadlima, Otezla, Simlandi, Skyrizi, Stelara, Tremfya)
Step 2: Non-Preferred Agents (Cimzia, Ilumya) (requires failure of two Step 1 agents)
Step 3: Non-Preferred Agents (Siliq, Taltz) (requires failure of 3 Step 1 agents)",3,2,No,Yes,"NA

There is no explicit mention of quantity limits for COSENTYX in the provided policy document context.",Dermatologist,Unspecified,12,Yes,"NA

The provided policy document does not contain specific reauthorization requirements for COSENTYX (Cosentyx) for the indication of Psoriasis (PsO). The document mentions general renewal criteria, but it does not explicitly state the reauthorization requirements for COSENTYX.",25
9023-4381765.pdf,ENBREL,>=2,"Step Therapy Requirements Documented in Policy:

a) The patient has been established on Enbrel for ≥ 90 days, as determined by the prescriber, and site of care medical necessity is met*.

b) For initial approval, Enbrel is prescribed by or in consultation with a rheumatologist; AND site of care medical necessity is met*.

c) The patient has a contraindication to one oral agent for psoriasis such as MTX, as determined by the prescribing physician; AND Enbrel is prescribed by or in consultation with a dermatologist; AND site of care medical necessity is met*.",1,"Based on the provided context, the following steps are required before ENBREL approval for PsO:",No,Yes,"NA

There is no explicit mention of quantity limits for ENBREL in the provided policy document context.",Dermatologist,Unspecified,6,Yes,"The patient has had a response, as determined by the prescriber. The patient may not have a full response, but there should have been a recent or past response to Enbrel.",50
9026-4997564.pdf,REMICADE,FDA labelled age,"Step Therapy Requirements Documented in Policy:

""Prior authorization is required for infliximab (REMICADE) for the treatment of moderate-to-severe plaque psoriasis. The following step therapy requirements apply:

* The patient must have previously received a biologic agent for the treatment of moderate-to-severe plaque psoriasis and have had an inadequate response to the biologic agent.
* The patient must have had phototherapy for the treatment of moderate-to-severe plaque psoriasis and have had an inadequate response to phototherapy.
* The patient must have had systemic pharmacologic treatment for the treatment of moderate-to-severe plaque psoriasis and have had an inadequate response to the systemic pharmacologic treatment.",2,NA,No,Yes,NA,NA,Unspecified,6,Yes,"Patient must try and have an inadequate response, contraindication, or intolerance to a 3-month trial of AVSOLA AND INFLECTRA; OR Patient would have a life-threatening situation if required to meet step therapy requirements; AND Patient continues to meet the universal and other indication-specific relevant criteria identified in section III; AND Duration of authorization has not been exceeded (refer to Section I); AND Absence of unacceptable toxicity from the drug. Examples of unacceptable toxicity include:",50
55182-4590747.pdf,SILIQ,FDA labelled age,"**Step Therapy Requirements Documented in Policy**

For SILIQ (Siliq) in Plaque Psoriasis (PS), the following step therapy requirements apply:

1. The patient has tried another prescription drug in the same pharmacologic class or with the same mechanism of action as the required prerequisite biologic immunomodulator agent(s) for the requested indication and that prescription drug was discontinued due to lack of efficacy or effectiveness, diminished effect, or an adverse event [chart notes required] AND
2. If SILIQ is requested, then ONE of the following:
   A. The patient has a diagnosis of moderate to severe plaque psoriasis with or without coexistent active psoriatic arthritis AND the requested dose is 16 weeks of SILIQ for PS may be approved.",3,"Based on the provided context, the relevant section is:",No,Yes,"NA

No quantity limits are explicitly stated for SILIQ in the provided policy document context.",Dermatologist,12,NA,NA,"NA

The policy document does not explicitly mention the reauthorization requirements for SILIQ (Psoriasis) beyond the general criteria for continuation of therapy. The specific requirements for SILIQ are not documented in the provided context.",50
66156-4274314.pdf,CIMZIA,FDA labelled age,NA,NA,"Based on the provided document context, I found the following relevant information:",No,Yes,NA,NA,Unspecified,6,Yes,"NA

The provided context does not contain any information about the reauthorization requirements for CIMZIA (certolizumab pegol) specifically for the indication of Psoriasis (PsO) / Plaque Psoriasis (moderate-to-severe).",50
163262-4627017.pdf,BIMZELX,>=18,"The member meets one (1) of the following criteria (i., ii., or iii.): 
i. The member has experienced therapeutic failure or intolerance to phototherapy (e.g. PUVA, UVB). 
ii. The member has experienced therapeutic failure or intolerance to at least one (1) systemic therapy (e.g., methotrexate). 
iii. The member is contraindicated to both phototherapy and systemic therapy.  
 
The member has experienced therapeutic failure or intolerance to at least two (2) preferred biologic products for the treatment of PsO (see Table 1).",2,2,Yes,No,"Bimzelx (bimekizumab-bkzx) may be authorized in quantities as follows: 
- PsO (< 120 kg): Ten (10) autoinjectors/prefilled syringes within the first sixteen (16) weeks of therapy, Two (2) autoinjectors/prefilled syringes every eight (8) weeks  
- PsO (≥ 120 kg): Ten (10) autoinjectors/prefilled syringes within the first sixteen (16) weeks of therapy, Two (2) autoinjectors/prefilled syringes every four (4) weeks -OR- Two (2) autoinjectors/prefilled syringes every eight (8) weeks",Dermatologist,Unspecified,NA,NA,"NA

There is no explicit mention of reauthorization requirements for BIMZELX in the provided policy document context.",0
195158-4643510.pdf,SKYRIZI,>=1,"For moderate to severe plaque psoriasis (new starts only): 1) at least 3% of body surface area (BSA) is affected OR crucial body areas (e.g., feet, hands, face, neck, groin, intertriginous areas) are affected at the time of diagnosis, AND 2) patient meets any of the following: a) patient has experienced an inadequate treatment response or intolerance to either phototherapy (e.g., UVB, PUVA) or pharmacologic treatment with methotrexate, cyclosporine, or acitretin, b) pharmacologic treatment with methotrexate, cyclosporine, or acitretin is contraindicated, c) patient has severe psoriasis that warrants a biologic as first-line therapy (i.e., at least 10% of the body surface area or crucial body areas [e.g., hands, feet, face, neck, scalp, genitals/groin, intertriginous areas] are affected).",2,2,No,NA,"NA

No quantity limits are mentioned in the provided policy document context for SKYRIZI.",NA,Unspecified,NA,Yes,"For SKYRIZI PsO, the reauthorization/renewal criteria text is:

Patient achieved or maintained a positive clinical response.",25
195239-4641478.pdf,OTEZLA,FDA labelled age,NA,NA,NA,Yes,Yes,NA,Dermatologist,Unspecified,Unspecified,NA,For reauthorization: must have documentation from prescriber indicating stabilization or improvement in condition.,50
203402-5001149.pdf,YESINTEK,FDA labelled age,NA,5,3,No,NA,NA,Dermatologist,Unspecified,6,Yes,NA,25
247339-4770410.pdf,OTULFI,FDA labelled age,NA,1,2,No,Yes,"For OTULFI (brand) and Psoriasis (PsO) / Plaque Psoriasis (moderate-to-severe) indication, the extracted quantity limit text is:

""Subcutaneous, Syringe 
≤ 46.99 mg 
1 syringe of 45 mg/0.5 mL 
47 to 94.49 mg 
1 syringe of 90 mg/1 mL 
94.5 to 141.49 mg 
1 syringe of 45 mg/0.5 mL and 1 syringe of 90 mg/1 mL 
Subcutaneous, Vial 
≤ 46.99 mg 
1 vial of 45 mg/0.5 mL 
47 to 94.49 mg 
2 vials of 45 mg/0.5 mL",Dermatologist,Unspecified,NA,Yes,"NA

The provided document context does not contain any information about OTULFI (or its generic name/biosimilars) for the Psoriasis (PsO) / Plaque Psoriasis (moderate-to-severe) indication. The structured data only includes information about other brands and indications.",25
