Filename,Brand,Age,Step Therapy Requirements Documented in Policy,Number of Steps through Brands,Number of Steps through Generic,Step through-Phototherapy,TB Test required,Quantity Limits,Specialist Types,Initial Authorization Duration(in-months),Reauthorization Duration(in-months),Reauthorization Required,Reauthorization Requirements Documented in Policy,Access Score
296792-5001283.pdf,STELARA,NA,"**Step Therapy Requirements Documented in Policy**

For STELARA in Plaque Psoriasis (moderate-to-severe), the following step therapy requirements are documented in the policy:

""Prior authorization is required for STELARA. The patient must have previously received a biologic and have an inadequate response to the biologic. The patient must also have a body surface area (BSA) of 10% or greater. Phototherapy is not a prerequisite for STELARA. The patient must have tried and failed at least one other systemic therapy (e.g., cyclosporine, methotrexate) before initiating STELARA.""","Based on the provided context, I found the following information:",2,No,NA,NA,NA,NA,NA,Yes,"NA

The provided context does not contain specific reauthorization requirements for STELARA (ustekinumab) for Psoriasis (PsO) / Plaque Psoriasis (moderate-to-severe) indication. It only lists excluded agents and general continuation of therapy criteria, but does not specify the reauthorization requirements for STELARA.",50
296792-5001283.pdf,TREMFYA,>=18,"**Step Therapy Requirements Documented in Policy:**

For TREMFYA in Plaque Psoriasis (moderate-to-severe), the following step therapy requirements apply:

1. The patient must have previously received a biologic or phototherapy and have an inadequate response to treatment.
2. The patient must have a body surface area (BSA) of 10% or greater.
3. The patient must have a history of inadequate response to at least one other systemic therapy for moderate-to-severe plaque psoriasis.

**Full Text:**

""Step therapy requirements for TREMFYA in plaque psoriasis (moderate-to-severe) include:
- The patient must have previously received a biologic or phototherapy and have an inadequate response to treatment.
- The patient must have a body surface area (BSA) of 10% or greater.
- The patient must have a history of inadequate response to at least one other systemic therapy for moderate-to-severe plaque psoriasis.""

**Note:** The above step therapy requirements are based on the provided policy document context and may not be an exhaustive list of all requirements.",2,NA,No,No,"NA

No quantity limits are explicitly stated for TREMFYA in the provided policy document context.",NA,Unspecified,NA,Yes,"NA

The policy document does not explicitly mention the reauthorization requirements for TREMFYA (bimekizumab) for the treatment of Psoriasis (PsO).",25
305769-4866320.pdf,STELARA,NA,"Patient has moderate to severe plaque psoriasis for at least 6 months with at least ONE of the following: 
o Involvement of at least 3% of body surface area (BSA); OR 
o Psoriasis Area and Severity Index (PASI) score of 10 or greater; OR 
o Incapacitation or serious emotional consequences due to plaque location (i.e., hands, feet, head and neck, genitalia, etc.) or with intractable pruritis; AND 
• Patient did not respond adequately (or is not a candidate) to a 4-week minimum trial of at least TWO (2) therapeutically different topical agents (i.e., anthralin, coal tar preparations, corticosteroids, emollients, immunosuppressives, keratolytics, retinoic acid derivatives, and/or vitamin D analogues); AND 
• Patient did not respond adequately (or is not a candidate) to a 3-month minimum trial of at least ONE (1) non-biologic systemic agent (i.e., immunosuppressives, retinoic acid derivatives, and/or methotrexate); 
AND 
• Patient did not respond adequately (or is not a candidate) to a 3-month minimum trial of phototherapy (i.e., psoralens with UVA light [PUVA] or UVB with coal tar or dithranol).",NA,NA,No,Yes,"Quantity Limit: 
o Ustekinumab 45 mg vial/prefilled syringe: 
 Loading: 1 syringe at weeks 0 & 4 
 Maintenance: 1 syringe every 12 weeks 
o Ustekinumab 90 mg prefilled syringe: 
 Loading: 1 syringe at weeks 0 & 4 
 Maintenance: 1 syringe every 8 weeks",NA,Unspecified,6.0,Yes,"Patient continues to meet the universal and other indication-specific relevant criteria identified in section III; AND 
Absence of unacceptable toxicity from the drug. Examples of unacceptable toxicity include: serious infections, malignancy, severe hypersensitivity reactions, posterior reversible encephalopathy syndrome (PRES) or reversible posterior leukoencephalopathy syndrome (RPLS), non-infectious pneumonia, etc.; AND 
Disease response as indicated by improvement in signs and symptoms compared to baseline such as redness, thickness, scaliness, and/or the amount of surface area involvement (a total BSA involvement ≤ 1%), and/or an improvement on a disease activity scoring tool [e.g., a 75% reduction in the PASI score from when treatment started (PASI 75) or a 50% reduction in the PASI score (PASI 50) and a four-point reduction in the DLQI from when treatment started].",50
298309-4972610.pdf,STELARA,NA,"Step Therapy Requirements Documented in Policy:

For STELARA in Plaque Psoriasis (moderate-to-severe), the following step therapy requirements must be met:

1. The patient must have Body Surface Area (BSA) involvement of 2% to 20%.
2. The patient must have documented treatment failure with three or more of the following topical therapies for a duration of at least 4 weeks:
   i. Corticosteroids (e.g., betamethasone, clobetasol, desonide)
   ii. Vitamin D analogs (e.g., calcitriol, calcipotriene)
   iii. Phototherapy (no specific details provided)
3. Treatment must be prescribed by or in consultation with a dermatologist.",0,1,No,NA,"Quantity Limits: 
28 syringes per 28 days 
One 45 mg syringe or vial for the first 28 days, then one 45 mg syringe or vial every 12 weeks 
Four pens or syringes per 28 days for 4 weeks, then two pens or syringes per 28 days until week 16. The maintenance dose beginning in week 17 is one pen or syringe per 28 days. 
Four 200 mg syringes or vials every 28 days (for PsO patients weighing > 90 kg) 
1 starter pack (six 200 mg syringes) for the first 28 days, then two 200 mg syringes or vials every 28 days (for all other diagnoses, including PsO patients weighing < 90 kg)",Dermatologist,NA,NA,NA,NA,75
298309-4972610.pdf,TREMFYA,NA,NA,NA,NA,NA,NA,"Quantity limits for TREMFYA (Psoriasis, moderate-to-severe):
- 28 syringes per 28 days 
- One 45 mg syringe or vial for the first 28 days, then one 45 mg syringe or vial every 12 weeks (for adults ≤ 100 kg)
- One 90 mg syringe for the first 28 days, then one 90 mg syringe every 12 weeks (for adults > 100 kg)
- Four 200 mg syringes or vials every 28 days (for PsO patients weighing > 90 kg)
- 1 starter pack (six 200 mg syringes) for the first 28 days, then two 200 mg syringes or vials every 28 days (for all other diagnoses, including PsO patients weighing < 90 kg)",Dermatologist,NA,NA,NA,NA,50
215824-5041653.pdf,TREMFYA,>= 18,"For a patient currently taking Tremfya, the following step therapy requirements apply for Plaque Psoriasis (moderate-to-severe):

a) Patient is not required to “step back” and try a traditional systemic agent for psoriasis.
b) Patient has a contraindication to methotrexate, as determined by the prescriber; AND 
iii. The medication is prescribed by or in consultation with a dermatologist; OR 
B) Patient is Currently Receiving Tremfya.  Approve for 1 year if the patient meets ALL of the following (i, ii, and iii): 
i. Patient has been established on the requested drug for at least 3 months; AND 
ii. Patient experienced a beneficial clinical response, defined as improvement from baseline (prior to initiating the requested drug) in at least one of the following:  estimated body surface area, erythema, induration/thickness, and/or scale of areas affected by psoriasis; AND 
iii. Compared with baseline (prior to initiating the requested drug), patient experienced an improvement in at least one symptom, such as decreased pain, itching, and/or burning.",2,2,No,NA,"NA

There is no explicit mention of quantity limits for TREMFYA in the provided policy document context.",Dermatologist,12,NA,Yes,"B) Patient is Currently Receiving Tremfya.  Approve for 1 year if the patient meets BOTH of the following (i and ii): 
i. Patient has been established on therapy for at least 6 months; AND 
ii. Patient meets at least ONE of the following (a or b): 
a) When assessed by at least one objective measure, patient experienced a beneficial clinical response from baseline (prior to initiating Tremfya); OR 
b) Compared with baseline (prior to initiating Tremfya), patient experienced an improvement in at least one symptom, such as decreased pain, fatigue, stool frequency, and/or blood in stool.",25
371611-4978411.pdf,STELARA,NA,NA,1,NA,NA,NA,"NA

No quantity limits for STELARA (Adalimumab) are explicitly stated in the provided document context.",Dermatologist,NA,NA,Yes,"NA

The provided document context does not contain specific reauthorization criteria for STELARA (Ustekinumab) for Psoriasis (PsO) / Plaque Psoriasis (moderate-to-severe) indication.",50
371611-4978411.pdf,TREMFYA,>=18,NA,NA,NA,NA,NA,"For TREMFYA (Guselkumab), the quantity limit text is:

Guselkumab (Tremfya) 
Risankizumaab (Skyrizi) 
Tildrakizumab (Ilumya) 
Ustekinumab (Stelara) 
Ustekinumab biosimilars 
Preferred ustekinumab biosimilars may be approved when all the following 
documented criteria are met:  
 
If ALL criteria are met, the request will be authorized for 12 months.",Dermatologist,12,NA,Yes,"NA

The document context does not provide explicit reauthorization criteria for TREMFYA (Guselkumab) for Psoriasis (PsO) / Plaque Psoriasis (moderate-to-severe) indication.",50
363896-4716077.pdf,STELARA,NA,"**Step Therapy Requirements Documented in Policy**

For STELARA in Plaque Psoriasis (moderate-to-severe), the following step therapy requirements must be met:

1. The member is 6 years of age or older; AND
2. Prescribed by or in consultation with a dermatologist; AND
3. Documentation of one of the following:
   a. Involvement of at least 3% of total body surface area; OR
   b. Hands, feet, scalp, face, or genital area affected; AND
4. Documentation of one of the following:
   a. Inadequate response or adverse reaction to at least a 3 month trial of one biologic DMARD that is FDA-approved for plaque psoriasis; OR
   b. Inadequate response or adverse reaction to at least a 3 month trial of two conventional therapies (as defined below) in any one of the following combinations:
      i. 1 topical agent + 1 systemic agent; OR
      ii. 1 topical agent + 1 phototherapy; OR
      iii. 1 systemic agent + 1 phototherapy; OR
      iv. 2 systemic agents; OR
   c. Contraindication to methotrexate, as determined by the prescriber.",1,2,No,NA,NA,Dermatologist,NA,12.0,Yes,"NA

The provided document context does not contain information about reauthorization requirements for STELARA PsO. It only includes prescriber restrictions and initiation therapy requirements.",50
275244-4659838.pdf,STELARA,>=6,"ONE of the following:
a. Inadequate response or adverse reaction to at least a 3-month trial of one biologic DMARD that is FDA-approved for plaque psoriasis; OR 
b. Inadequate response or adverse reaction to at least a 3-month trial of one conventional therapy (as defined below) in any one of the following combinations: 
i. One topical agent plus one systemic agent; OR 
ii. One topical agent plus one phototherapy; OR 
iii. One systemic agent plus one phototherapy; OR 
iv. Two systemic agents; OR 
c. Contraindication to methotrexate, as determined by the prescriber.",2,1,No,NA,"NA

No quantity limits are mentioned in the provided context.",Dermatologist,12,12.0,Yes,"Reauthorization Requirements Documented in Policy:

For STELARA (ustekinumab) PsO, the reauthorization criteria include:

* Meeting initial criteria (text not explicitly provided in the given context)
* Continued clinical benefit
* Lack of disease progression
* Specific lab values (text not explicitly provided in the given context)",25
282478-5009832.pdf,TREMFYA,>=18,"**Step Therapy Requirements Documented in Policy**

Prior authorization is required for TREMFYA (guselkumab) for the treatment of moderate-to-severe plaque psoriasis. The following step therapy requirements apply:

1. The patient must have a documented history of inadequate response to, or intolerance to, at least one conventional systemic therapy (e.g., cyclosporine, methotrexate, or a phototherapy regimen) for the treatment of moderate-to-severe plaque psoriasis.
2. The patient must have a documented history of inadequate response to, or intolerance to, at least one non-biologic systemic therapy (e.g., apremilast) for the treatment of moderate-to-severe plaque psoriasis.
3. The patient must have a documented history of inadequate response to, or intolerance to, at least one biologic therapy (e.g., etanercept, adalimumab, or ustekinumab) for the treatment of moderate-to-severe plaque psoriasis.",1,2,No,NA,"NA

No quantity limits are explicitly stated for TREMFYA in the provided policy document context.",Dermatologist,6,12.0,Yes,"Reauthorization criteria 
1. Initial criteria has been met; AND 
2. One of the following: 
a. The member has had a positive response to therapy; OR 
b. Documentation of clinical justification to continue therapy with the requested 
medication",25
325611-4784675.pdf,TREMFYA,NA,"b. Documentation of clinical justification to continue therapy with the requested medication, including:

- The patient has failed or is intolerant to at least one non-biologic DMARD (e.g., methotrexate, azathioprine, cyclosporine) for the treatment of plaque psoriasis.",1,2,No,NA,NA,Dermatologist,Unspecified,NA,NA,NA,50
273941-4788109.pdf,STELARA,NA,The member will receive induction dosing with Stelara intravenous within two months of initiating therapy with Stelara subcutaneous; AND It will be used for induction therapy only.,2,NA,No,NA,NA,Dermatologist,Unspecified,NA,Yes,"NA

The policy document does not explicitly mention STELARA (Adalimumab) reauthorization requirements for Psoriasis (PsO) / Plaque Psoriasis (moderate-to-severe). It only mentions the update of reauthorization criteria to standard, addition of dosing criteria, and appendix, but does not provide the actual criteria.",50
176810-4889390.pdf,TREMFYA,>=18,"Step Therapy Requirements Documented in Policy:

Prior authorization is required for TREMFYA for the treatment of moderate-to-severe plaque psoriasis. The following step therapy requirements apply:

1. The patient must have previously received a biologic or an interleukin-12/23 inhibitor (e.g., ustekinumab, guselkumab, or briakinumab) for the treatment of moderate-to-severe plaque psoriasis, and have had an inadequate response to the previous biologic or interleukin-12/23 inhibitor, as evidenced by a lack of improvement or a worsening of the condition.
2. The patient must have had phototherapy (e.g., ultraviolet B [UVB] or psoralen plus ultraviolet A [PUVA]) for the treatment of moderate-to-severe plaque psoriasis, and have had an inadequate response to phototherapy, as evidenced by a lack of improvement or a worsening of the condition.
3. The patient must have had systemic pharmacologic treatments (e.g., methotrexate, cyclosporine, or acitretin) for the treatment of moderate-to-severe plaque psoriasis, and have had an inadequate response to the systemic pharmacologic treatment, as evidenced by a lack of improvement or a worsening of the condition.
4. The patient must have had topical treatments (e.g., corticosteroids, vitamin D analogues, or salicylic acid) for the treatment of moderate-to-severe plaque psoriasis, and have had an inadequate response to the topical treatment, as evidenced by a lack of improvement or a worsening of the condition.",NA,176810,No,Yes,"Quantity Limit 
Initiation of therapy: three vials per first 56 days OR six 200 mg pens (CD only) 
Maintenance: 100 mg syringe/injector per 56 days OR 200 mg pen/syringe per 28 days",Dermatologist,12,12.0,Yes,"A. Plaque psoriasis (PsO) 
Authorization of 12 months may be granted for all members (including new members) who are using 
the requested medication for moderate to severe plaque psoriasis and who achieve or maintain positive 
clinical response as evidenced by low disease activity or improvement in signs and symptoms of the 
condition when any of the following is met: 
1. Reduction in body surface area (BSA) affected from baseline 
2. Improvement in signs and symptoms from baseline (e.g., itching, redness, flaking, scaling, 
burning, cracking, pain)",50
176806-5005129.pdf,STELARA,>=6,NA,NA,NA,No,Yes,"Ustekinumab 130 mg/26 mL single-dose vial 
• 
≤ 55 kg: 260 mg (2 vials) 
• 
> 55 kg to 85 kg: 390 mg (3 vials) 
• 
> 85 kg: 520 mg (4 vials) 
Ustekinumab subcutaneous injection 
45 mg/0.5 mL vial/syringe 
Psoriasis (6 years and older)/ Psoriasis with or without co-existent PsA (adult) 
• 
≤  100 kg: 2 vials/syringes per first 28 days (load); 1 vial/syringe every 12 weeks (maintenance) 
• 
> 100 kg: 2 vials/syringes per first 28 days (load); 1 vial/syringe every 12 weeks (maintenance) 
PsA (6 years and older), without co-existent plaque psoriasis  
• 
2 vials/syringes per first 28 days (load) 
• 
1 vial/syringe every 12 weeks (maintenance) 
CD, UC maintenance dose 
• 
1 syringe every 8 weeks 
Ustekinumab subcutaneous injection 
90 mg/mL syringe 
Psoriasis (6 years and older)*/ Psoriasis with or without co-existent PsA (adult) 
• 
≤ 100 kg: 45 mg  initially and 4 weeks later, followed by 45 mg every 12 weeks 
• 
> 100 kg: 90 mg initially and 4 weeks later, followed by 90 mg every 12 weeks 
CD*, UC maintenance dose 
• 
1 syringe every 8 weeks",Dermatologist,12,12.0,Yes,"A) Plaque psoriasis (PsO) 
Authorization of 12 months may be granted for all members (including new members) who are 
using the requested medication for moderate to severe plaque psoriasis and who achieve or 
maintain positive clinical response as evidenced by low disease activity or improvement in signs 
and symptoms of the condition when any of the following is met: 
1. Reduction in body surface area (BSA) affected from baseline 
2. Improvement in signs and symptoms from baseline (e.g., itching, redness, flaking, scaling, 
burning, cracking, pain)",50
313179-3560271.pdf,STELARA,NA,NA,NA,NA,NA,NA,NA,"Dermatologist, Gastroenterologist",NA,NA,NA,NA,50
313179-3560271.pdf,TREMFYA,NA,NA,NA,NA,NA,NA,NA,"Dermatologist, Gastroenterologist",NA,NA,NA,NA,50
56263-4803097.pdf,STELARA,>=6,"For STELARA in Plaque Psoriasis (moderate-to-severe), the step therapy requirements documented in the policy are:

Prior Authorization (Initial Authorization) 
Length of Approval: 6 Month(s) 
For diagnosis of Plaque Psoriasis 
Patient demonstrates one of the following: 
Reduction in the body surface area (BSA) involvement from baseline 
Improvement in symptoms (e.g., pruritus, inflammation) from baseline 
AND 
Prescribed by or in consultation with a dermatologist",NA,NA,No,NA,NA,Dermatologist,6,12,Yes,"For diagnosis of Plaque Psoriasis, Patient demonstrates positive clinical response to therapy as evidenced by ONE of the following: 
Reduction in the body surface area (BSA) involvement from baseline
Improvement in symptoms (e.g., pruritus, inflammation) from baseline",50
183953-4805567.pdf,TREMFYA,FDA labelled age,"For diagnosis of Plaque Psoriasis (PsO), the step therapy requirements are: 
Diagnosis of moderate-to-severe plaque psoriasis 
AND 
One of the following: 
Greater than or equal to 3% body surface area involvement 
Severe scalp psoriasis 
Palmoplantar (i.e., palms, soles), facial, or genital involvement 
AND 
Minimum duration of a 4-week trial and failure, contraindication, or intolerance to one of the following topical therapies.",NA,1,No,NA,NA,Dermatologist,6,12,Yes,"For diagnosis of Plaque Psoriasis (PsO), Patient demonstrates positive clinical response to therapy as evidenced by ONE of the following: 
Reduction in the body surface area (BSA) involvement from baseline
Improvement in symptoms (e.g., pruritus, inflammation) from baseline",50
365374-5059388.pdf,STELARA,NA,"The clinical information must document why the member cannot use Stelara, including why it is medically necessary that the member receive a non-preferred ustekinumab-xxxx drug instead of Stelara. PA requests for non-preferred cytokine and CAM antagonist drugs used to treat psoriasis must be submitted using the Prior Authorization Drug Attachment for Cytokine and CAM Antagonist Drugs for Psoriasis form. 

However, specific step therapy requirements for STELARA in Plaque Psoriasis are not explicitly stated in the provided context. The context primarily discusses the process for submitting PA requests and the clinical criteria for psoriatic arthritis, rather than plaque psoriasis. 

Therefore, based on the given context, the step therapy requirements for STELARA in Plaque Psoriasis are not fully outlined, but it implies that the member must have a reason for not using Stelara, and instead, requiring a non-preferred ustekinumab-xxxx drug.",2,NA,No,NA,NA,NA,NA,NA,NA,NA,50
365374-5059388.pdf,TREMFYA,NA,NA,2,NA,No,NA,NA,NA,NA,NA,NA,NA,50
56403-5061730.pdf,STELARA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
299241-4702948.pdf,STELARA,NA,"Exception: If one biologic DMARD that is FDA-approved for plaque psoriasis has been previously tried, then trial of a conventional systemic agent or phototherapy is not required.",1,1,No,NA,NA,NA,NA,NA,No,Removed reauthorization requirement for positive response to therapy. Continued therapy approval to “Member is currently receiving medication that has been authorized.”,75
297411-4840622.pdf,TREMFYA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,NA,75
8889-4641730.pdf,AMJEVITA,FDA labelled age,NA,NA,1,No,Yes,"2 Syringes 28 DAYS for the following:
- Amjevita adalimumab-atto soln prefilled syringe 20 MG/0.4 ML
- Amjevita adalimumab-atto soln prefilled syringe 40 MG/0.4 ML
- Amjevita adalimumab-atto soln prefilled syringe 40 MG/0.8 ML
2 Pens 28 DAYS for the following:
- Amjevita adalimumab-atto soln auto-injector 40 MG/0.4 ML
- Amjevita adalimumab-atto soln auto-injector 40 MG/0.8 ML
- Amjevita adalimumab-atto soln auto-injector 80 MG/0.8 ML",NA,12,12,Yes,NA,50
8898-4735285.pdf,COSENTYX,>=6,"For COSENTYX in Plaque Psoriasis (moderate-to-severe), the step therapy requirements are: 
- Failure of methotrexate
- Failure of cyclosporine
- Failure of psoralen (methoxsalen or acitretin) with UVA radiation
- Failure of UVB & coal tar on ditranol
- Failure of acitretin
- Failure of Narrow Band UVB (NBUVB)
As per Table 1, Cosentyx is a Step 1 agent. If Cosentyx is not successful, the patient must fail two Step 1 agents to be eligible for Cimzia or Ilumya (Step 2), and failure of three Step 1 agents is required for Siliq or Taltz (Step 3).",2,2,No,NA,NA,Dermatologist,NA,NA,Yes,"NA

The provided document context does not contain information about COSENTYX (or its generic name/biosimilars) for the Psoriasis (PsO) / Plaque Psoriasis (moderate-to-severe) indication. The structured data is related to OTEZLA, not COSENTYX.",25
9023-4381765.pdf,ENBREL,>=18,"**Step Therapy Requirements Documented in Policy for ENBREL in Plaque Psoriasis (moderate-to-severe)**

a) The patient has been established on Enbrel for ≥ 90 days, as determined by the prescriber, and site of care medical necessity is met*.
b) Enbrel is prescribed by or in consultation with a dermatologist; AND 
c) The patient has a contraindication to one oral agent for psoriasis such as MTX, as determined by the prescribing physician; AND 
d) Site of care medical necessity is met*.
 
Note: The policy does not specify separate criteria for moderate-to-severe and severe PsO, so we use the moderate-to-severe criteria.",1,NA,NA,NA,"NA

The provided context does not explicitly mention quantity limits for ENBREL in the ""Quantity Level Limit"" or ""Quantity Limit"" sections. It does mention dosing information and approval periods, but not quantity limits.",Dermatologist,6,NA,Yes,"A response to therapy is required for continuation of therapy, unless otherwise noted below. The patient may not have a full response, but there should have been a recent or past response to Enbrel.",25
9026-4997564.pdf,REMICADE,NA,"Step Therapy Requirements Documented in Policy:

Prior authorization is required for REMICADE for the treatment of moderate-to-severe plaque psoriasis. The following step therapy requirements apply:

* The patient must have previously received a biologic or an oral systemic agent (e.g., apremilast, ustekinumab, secukinumab, or etanercept) for the treatment of moderate-to-severe plaque psoriasis and have had an inadequate response to the previous therapy.
* The patient must have had phototherapy (UVB or PUVA) for at least 6 months and have had an inadequate response to the phototherapy.
* The patient must have had topical therapy (e.g., corticosteroids, vitamin D analogues, or retinoids) for at least 6 months and have had an inadequate response to the topical therapy.
* The patient must have had a body surface area (BSA) of at least 10% affected by psoriasis.
* The patient must have had a history of inadequate response to at least two systemic agents (e.g., methotrexate, cyclosporine, or sulfasalazine) for the treatment of moderate-to-severe plaque psoriasis.",1,NA,No,Yes,NA,NA,NA,NA,Yes,"Patient continues to meet the universal and other indication-specific relevant criteria identified in section III; AND 
Duration of authorization has not been exceeded (refer to Section I); AND 
Absence of unacceptable toxicity from the drug. Examples of unacceptable toxicity include:",50
55182-4590747.pdf,SILIQ,>=18,"The patient has concomitant severe psoriasis (PS) (e.g., greater than 10% body surface area involvement, occurring on select locations [i.e., hands, feet, scalp, face, or genitals], intractable pruritus, serious emotional consequences) OR 
The patient's medication history indicates use of another biologic immunomodulator agent that is FDA labeled or supported in compendia for the treatment of JPsA OR 
The patient has a diagnosis not mentioned previously AND 
ONE of the following (reference Step Table): 
A. The requested indication does NOT require any prerequisite biologic immunomodulator agents OR 
B. The requested agent is a Step 1a agent for the requested indication OR 
C. BOTH of the following: 
1. The prescriber has stated that the patient has been diagnosed with stage four advanced, metastatic cancer and the requested agent is being used to treat the cancer OR 
B. The prescriber has submitted documentation that the patient has been diagnosed with stage four advanced, metastatic cancer and the requested agent is being used to treat an associated condition related to stage four advanced metastatic cancer [chart notes required] AND 
2. The use of the requested agent is consistent with best practices for the treatment of stage four advanced, metastatic cancer, or an associated condition; supported by peer-reviewed, evidence-based literature; and approved by the United States Food and Drug Administration OR 
D. If the requested agent is a Step 1b agent for the requested indication, then ONE of the following: 
1.",3,1,No,Yes,"NA

There is no explicit quantity limit mentioned in the provided context for SILIQ (adalimumab-ryvk prefilled syringe kit 40 MG/0.4ML) or its generic name. The document discusses clinical criteria for approval, but does not specify a quantity limit for SILIQ.",Dermatologist,16 weeks,"For SILIQ (PsO), the Reauthorization Duration is 16 weeks.",Yes,"NA

The provided context does not explicitly document reauthorization requirements for SILIQ (Psoriasis) in the policy document.",25
66156-4274314.pdf,CIMZIA,>=18,NA,NA,NA,NA,Yes,"NA

No quantity limits are mentioned for CIMZIA in the provided policy document context.",NA,3,NA,Yes,"NA

The provided policy document context does not contain specific reauthorization criteria for CIMZIA (certolizumab pegol) in the treatment of Psoriasis (PsO) / Plaque Psoriasis (moderate-to-severe). The extracted criteria are for various indications and treatments, but none are specific to CIMZIA for PsO.",25
163262-4627017.pdf,BIMZELX,>=18,"The step therapy requirements for BIMZELX in Plaque Psoriasis (moderate-to-severe) are as follows:

""The member meets one (1) of the following criteria (i., ii., or iii.): 
i. The member has experienced therapeutic failure or intolerance to phototherapy (e.g. PUVA, UVB). 
ii. The member has experienced therapeutic failure or intolerance to at least one (1) systemic therapy (e.g., methotrexate). 
iii. The member is contraindicated to both phototherapy and systemic therapy.  
d. The member has experienced therapeutic failure or intolerance to at least two (2) preferred biologic products for the treatment of PsO (see Table 1).",2,2,No,No,"Bimzelx (bimekizumab-bkzx) may be authorized in quantities as follows: 
- PsO (< 120 kg): Ten (10) autoinjectors/prefilled syringes within the first sixteen (16) weeks of therapy, Two (2) autoinjectors/prefilled syringes every eight (8) weeks  
- PsO (≥ 120 kg): Ten (10) autoinjectors/prefilled syringes within the first sixteen (16) weeks of therapy, Two (2) autoinjectors/prefilled syringes every four (4) weeks -OR- Two (2) autoinjectors/prefilled syringes every eight (8) weeks","Based on the provided context, the parameter ""Specialist Types"" for BIMZELX specifically for Plaque Psoriasis (PsO) is:

Dermatologist

This is mentioned in the following section:

II. Bimzelx (bimekizumab-bkzx) 
A. Approval Criteria 
1. Plaque Psoriasis (PsO)  

There is no mention of other specialties being required for initiating or managing treatment with BIMZELX for PsO.",16,NA,Yes,"NA

There is no explicit mention of reauthorization requirements for BIMZELX in the provided policy document context.",25
195158-4643510.pdf,SKYRIZI,>= 18 years,"For moderate to severe plaque psoriasis (new starts only): 
1) at least 3% of body surface area (BSA) is affected OR crucial body areas (e.g., feet, hands, face, neck, groin, intertriginous areas) are affected at the time of diagnosis, 
AND 
2) patient meets any of the following: 
a) patient has experienced an inadequate treatment response or intolerance to either phototherapy (e.g., UVB, PUVA) or pharmacologic treatment with methotrexate, cyclosporine, or acitretin, 
b) pharmacologic treatment with methotrexate, cyclosporine, or acitretin is contraindicated, 
c) patient has severe psoriasis that warrants a biologic as first-line therapy (i.e., at least 10% of the body surface area or crucial body areas [e.g., hands, feet, face, neck, scalp, genitals/groin, intertriginous areas] are affected).",3,2,No,NA,NA,NA,NA,NA,Yes,"NA

The provided policy document context does not contain specific reauthorization requirements for SKYRIZI (Psoriasis, moderate-to-severe).",25
195239-4641478.pdf,OTEZLA,>=2,NA,NA,NA,NA,No,NA,Dermatologist,NA,NA,Yes,For reauthorization: must have documentation from prescriber indicating stabilization or improvement in condition.,50
203402-5001149.pdf,YESINTEK,NA,NA,5,3,NA,NA,NA,Dermatologist,NA,NA,NA,NA,25
247339-4770410.pdf,OTULFI,NA,NA,1,2,NA,NA,"For OTULFI (brand) and Psoriasis (PsO) / Plaque Psoriasis (moderate-to-severe) indication, the extracted quantity limit text is:

""Stelara, Imuldosa, Otulfi, Pyzchiva, Selarsdi, Steqeyma, Wezlana, and Yesintek for PsO 
Weight-based Dose Range 
Quantity Recommendation 
Subcutaneous, Syringe 
≤ 46.99 mg 
1 syringe of 45 mg/0.5 mL 
47 to 94.49 mg 
1 syringe of 90 mg/1 mL 
94.5 to 141.49 mg 
1 syringe of 45 mg/0.5 mL and 1 syringe of 90 mg/1 mL 
Subcutaneous, Vial 
≤ 46.99 mg 
1 vial of 45 mg/0.5 mL 
47 to 94.49 mg 
2 vials of 45 mg/0.5 mL",Dermatologist,NA,NA,Yes,"NA

The provided document context does not contain any information about OTULFI (or its generic name/biosimilars) for the Psoriasis (PsO) / Plaque Psoriasis (moderate-to-severe) indication. The structured data only includes information about other brands and indications.",25
